Name,Price,Release Date,Publisher,Developer,Percent Positive Reviews (30 days),Total Number Reviews (30 days),PerPosRevAT,Total Number Reviews (All Time),Genere(s),Storage Capacity,Mac?,Windows?,Steam OS + Linux?
Train Fever, 44.99 ,9/4/2014,"Good Shepherd Entertainment,","Urban Games,",N/A,N/A,60,2644,"Simulation, Trains, Management, Strategy, Economy, Indie, Sandbox, Singleplayer, City Builder, Casual, Building, Transportation, Adventure, Open World, Moddable, Multiplayer, Great Soundtrack,",N/A,1,1,1
Knockout League - Arcade VR Boxing, 19.99 ,2/13/2018,"Grab Games,","Grab Games,",N/A,N/A,79,306,"Sports, VR, Fighting, Boxing,",7 GB available space,0,1,0
Faeria, 24.99 ,3/8/2017,"Versus Evil,","Abrakam Entertainment SA,",N/A,N/A,84,1148,"Card Game, Strategy, Massively Multiplayer, Multiplayer, Indie, Adventure, RPG, Board Game, Fantasy, Turn-Based, Hex Grid, Singleplayer, Turn-Based Strategy, Trading Card Game, Action, Casual, Early Access, Survival, Anime, Relaxing,",2 GB available space,1,1,1
Skate City, 29.99 ,5/6/2021,"Snowman,","Agens, Room8,",N/A,N/A,87,65,"Skating, Skateboarding, Sports, 2.5D, Action, Singleplayer, Character Customization, Minimalist, Arcade, Controller, Relaxing, Realistic, Simulation, Atmospheric, Side Scroller, Casual, Stylized, Immersive Sim, Modern, Beautiful,",595 MB available space,0,1,0
Puff Town, 1.99 ,9/29/2021,"Cartoon game,","Cartoon game,",N/A,N/A,88,72,"Casual, Sexual Content, Indie, Strategy, Tabletop, Singleplayer, 2D, Exploration, Board Game, Nudity, Relaxing, FPS, Anime,",400 MB available space,0,1,0
Hero by Chance, 1.99 ,1/8/2021,"Reborn Entertainment,","Reborn Entertainment,",82,35,79,753,"Sexual Content, Nudity, Hentai, Strategy, Casual, NSFW, Mature, Tower Defense, Anime, Tactical, Fantasy, Management, RPG, Dating Sim, Simulation, Colorful, Visual Novel, 2D, Singleplayer, Story Rich,",2 GB available space,0,1,0
NBA 2K19, 59.99 ,9/10/2018,"2K,","Visual Concepts,",29,34,39,15651,"Sports, Basketball, Simulation, Multiplayer, Singleplayer, eSports, Co-op, Great Soundtrack, Competitive, Funny, Controller, Violent, Open World, Loot, Realistic, Local Multiplayer, Crime, Atmospheric, Shooter, FPS,",80 GB available space,0,1,0
Premiere Edition, 49.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Atelier Ryza 2: Lost Legends & the Secret Fairy, 59.99 ,1/25/2021,"KOEI TECMO GAMES CO., LTD.,","KOEI TECMO GAMES CO., LTD.,",93,62,91,1275,"JRPG, Female Protagonist, RPG, Anime, Fantasy, Adventure, Singleplayer, Sexual Content, Crafting, Open World, Cute, Mature, Action, Simulation, Story Rich, Casual, Nudity,",26 GB available space,0,1,0
The Legend of Heroes: Trails of Cold Steel III, 59.99 ,3/23/2020,"NIS America, Inc.,","Nihon Falcom, Engine Software BV, PH3 GmbH,",90,30,94,1814,"RPG, JRPG, Story Rich, Turn-Based, Anime, Great Soundtrack, Singleplayer, Adventure, Fantasy, Romance, Turn-Based Combat, Action, Dating Sim, Female Protagonist,",25 GB available space,0,1,0
Homefront Collection, 39.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
A Game of Thrones: The Board Game - Digital Edition, 59.99 ,10/6/2020,"Asmodee Digital,","Dire Wolf,",53,32,74,1144,"Strategy, Board Game, Tabletop, Multiplayer, Local Multiplayer, Turn-Based Strategy,",1 GB available space,1,1,0
Monster Hunter World: Iceborne - Monster Figure Bundle 3, 27.24 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Beast Battle Simulator, 9.99 ,2/22/2018,"DOG HOGGLER,","DOG HOGGLER,",88,25,85,809,"Simulation, Strategy, Violent, Action, Gore, Sandbox, Dinosaurs, Indie, Funny, Sports, Early Access, Singleplayer, Physics, Memes, Comedy, War, Casual, Medieval,",4 GB available space,0,1,0
Mechanic Simulator Bundle, 44.17 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Genesis Noir: The Cosmic Collection, 39.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
LEGO® Pirates of the Caribbean: The Video Game, 39.99 ,5/24/2011,"Disney,","Traveller's Tales,",10,25,87,1245,"LEGO, Adventure, Action, Pirates, Family Friendly, Local Co-Op, Singleplayer, Funny, Multiplayer, Comedy, Open World, Co-op,",N/A,0,1,0
Metempsychosis, 14.99 ,10/1/2021,"WASABI entertainment,","アリス☆メイド,",N/A,N/A,58,12,"RPG, Female Protagonist, Cute, Anime, Fantasy, Sexual Content, JRPG, Magic, Singleplayer, RPGMaker,",1 GB available space,0,1,0
The Bard's Tale Trilogy, 14.99 ,8/14/2018,"inXile Entertainment,","Krome Studios, inXile Entertainment,",N/A,N/A,96,744,"RPG, Dungeon Crawler, Classic, Fantasy, Grid-Based Movement, Old School, Singleplayer, Remake, Party-Based RPG, First-Person, Retro, 2D, Turn-Based, CRPG,",1 GB available space,1,1,0
Supraland Complete Edition, 19.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Bug Fables: Game + The Art of Bugaria Set, 19.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
ORION: Prelude, 59.99 ,4/16/2013,"DANKIE,","DANKIE,",80,21,77,19578,"Dinosaurs, Action, FPS, Multiplayer, Online Co-Op, Co-op, Shooter, Adventure, Indie, Open World, Sci-fi, First-Person, Team-Based, Third-Person Shooter, Singleplayer, PvP, Mechs, Epic, Third Person, Strategy,",N/A,0,1,0
ELDERBORN, 24.99 ,1/30/2020,"Hyperstrange,","Hyperstrange,",84,13,88,1156,"First-Person, Swordplay, Hack and Slash, Souls-like, 3D Fighter, FPS, Dungeon Crawler, Difficult, Action RPG, Character Action Game, Perma Death, Dark Fantasy, Exploration, PvE, Fighting, Action, Comic Book, Bullet Time, Fantasy, Sci-fi,",2 GB available space,0,1,0
Mars Quest, 2.99 ,5/27/2021,"JRC,","JRC,",N/A,N/A,N/A,N/A,"Action, Tanks, Mechs, Character Action Game, Top-Down Shooter, Robots, Shooter, Arcade, Wargame, Destruction, Futuristic, Mars, Vehicular Combat, Aliens, Sci-fi, Top-Down, 3D, Isometric, Real Time Tactics, 1990's,",2 GB available space,1,1,0
Thronebreaker: The Witcher Tales, 39.99 ,11/9/2018,"CD PROJEKT RED,","CD PROJEKT RED,",96,116,91,10736,"RPG, Adventure, Card Game, Story Rich, Singleplayer, Female Protagonist, Choices Matter, Fantasy, Great Soundtrack, Strategy, Isometric, Puzzle, Dark Fantasy, Open World, Mature, Atmospheric, Medieval, Multiplayer, Turn-Based, Sexual Content,",8 GB available space,0,1,0
Toy Soldiers: Complete, 14.99 ,2/17/2016,"Signal Studios,","Signal Studios, Krome Studios,",N/A,N/A,75,698,"Tower Defense, Action, Strategy, Casual, Indie, Simulation, Multiplayer, Co-op, Cold War, Shooter, War, Singleplayer, Arcade, World War I, Local Co-Op, World War II,",12 GB available space,0,1,0
Amaro's horror games, 7.98 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Indiana Jones Collection, 39.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Star Valor, 29.99 ,7/13/2018,"Rafael Burgos,","Rafael Burgos,",95,20,90,684,"Action, RPG, Space, Sandbox, Exploration, Loot, Open World, Mining, Sci-fi, Top-Down Shooter, Procedural Generation, Atmospheric, Relaxing, Top-Down, Indie, Early Access, Singleplayer, 2.5D, 2D, Aliens,",1 GB available space,0,1,0
Front Office Football Eight, 59.99 ,11/23/2016,"Solecismic Software,","Solecismic Software,",N/A,N/A,82,226,"Sports, Simulation, Football, Management,",200 MB available space,0,1,0
Manhunt, 59.99 ,4/20/2004,"Rockstar Games,","Rockstar North,",79,43,69,1623,"Gore, Violent, Stealth, Action, Horror, Psychological Horror, Singleplayer, Dark, Survival Horror, Atmospheric, Mature, Third Person, Classic, Survival, Blood, Great Soundtrack, Difficult, Nudity, Family Friendly, First-Person,",N/A,0,1,0
GRANDIA II HD Remaster, 19.99 ,8/24/2015,"GungHo Online Entertainment America, Inc.,","GAME ARTS Co., Ltd., Sickhead Games, LLC,",50,12,87,1661,"JRPG, RPG, Adventure, Classic, Story Rich, Singleplayer, Great Soundtrack, Turn-Based Combat, Fantasy, Cult Classic, Anime, Turn-Based, Retro, Remake,",4 GB available space,0,1,0
Carrier Battles 4 Guadalcanal - Pacific War Naval Warfare, 59.99 ,6/5/2020,"Avalon Digital,","Avalon Digital, Cyril Jarnot,",N/A,N/A,86,137,"Strategy, Simulation, Wargame, Historical, Turn-Based Strategy, Naval Combat, Indie, World War II,",750 MB available space,1,1,0
Farming Simulator 15 Gold Edition, 14.99 ,10/29/2015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Murder by Numbers, 29.99 ,3/6/2020,"The Irregular Corporation,","Mediatonic,",N/A,N/A,87,673,"Investigation, Visual Novel, Interactive Fiction, Female Protagonist, Detective, 2D, Puzzle, Comic Book, Story Rich, LGBTQ+, Conversation, Anime, Cartoony, Colorful, Crime, Logic, Mystery, Adventure, 1990's, Conspiracy,",2 GB available space,0,1,0
Havocado: Ragdoll Fighter, 19.99 ,4/25/2019,"Webble Games,","Webble Games,",N/A,N/A,84,347,"Indie, Action, Multiplayer, Funny, Early Access, Physics, Fighting, Shooter, Local Multiplayer,",2 GB available space,1,1,0
Warhammer Age of Sigmar: Storm Ground, 24.99 ,5/26/2021,"Focus Home Interactive,","Gasket Games,",76,13,65,653,"Strategy, Turn-Based Strategy, Fantasy, Turn-Based Tactics, Top-Down, PvP, Games Workshop, Roguelite, Singleplayer, Multiplayer, Roguelike,",6 GB available space,0,1,0
